,날짜,번호,제목,가수,장르,앨범이름,좋아요,플레이리스트,노래_태그,멜론DJ,플레이리스트_번호
0,20210706,31754581,GIRLS LIKE US,TWICE (트와이스),,FANCY YOU,"11,053",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,30019697,Prism,SHINee (샤이니),,1 of 1 - The 5th Album,"28,581",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,31254922,So Beautiful,업텐션 (UP10TION),,UP10TION 2018 SPECIAL PHOTO EDITION,"2,629",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,31492327,24/7,EXO,,LOVE SHOT - The 5th Album Repackage,"23,350",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,31943382,What You Wanted,CIX (씨아이엑스),,"CIX 1st EP ALBUM 'HELLO' Chapter 1. Hello, Stranger","9,915",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,31297366,지켜줄게,GOT7 (갓세븐),,Present : YOU,"18,323",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,32112913,New Rules,투모로우바이투게더,,꿈의 장: MAGIC,"34,307",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,",7847870",Cool World,Red Velvet (레드벨벳),,The Red - The 1st Album,"24,591",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,32217925,Ya Ya Ya,EXO,,OBSESSION - The 6th Album,"50,720",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,31833595,blOssOm,OnlyOneOf (온리원오브),,dot point jump,655,편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
0,20210706,31917679,Betcha,백현 (BAEKHYUN),,City Lights - The 1st Mini Album,"69,098",편집샵에서 흘러나오는 세련된 케이팝,#편집샵 #케이팝 #플레이스트 #트렌디 #세련된 #내가좋아하는노래 #비트 #감각적,celette,495200485
