,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
0,20210706,33464146,10501325,Better Mistakes,Bebe Rexha,Break My Heart Myself (feat. Travis Barker),해외종합,"6,996",#인기순위 #일간순위 #해외종합
0,20210706,33116208,10529231,Wonder,Shawn Mendes,305,해외종합,"21,777",#인기순위 #일간순위 #해외종합
0,20210706,32155999,10348753,Hot Pink,Doja Cat,Say So,해외종합,"69,245",#인기순위 #일간순위 #해외종합
0,20210706,31341509,10209752,I met you when I was 18. (the playlist),Lauv,I Like Me Better,해외종합,"116,839",#인기순위 #일간순위 #해외종합
0,20210706,32104269,10340006,Hold It Together,JP Saxe,If The World Was Ending (feat Julia Michaels),해외종합,"67,592",#인기순위 #일간순위 #해외종합
0,20210706,32362644,10385597,Don't Play,Anne-Marie,Birthday,해외종합,"76,538",#인기순위 #일간순위 #해외종합
0,20210706,2002254,449451,Viva La Vida (Prospekt's March Edition),Coldplay,Viva La Vida,해외종합,"111,118",#인기순위 #일간순위 #해외종합
0,20210706,31341517,10209752,I met you when I was 18. (the playlist),Lauv,Never Not,해외종합,"108,820",#인기순위 #일간순위 #해외종합
0,20210706,31815967,10288448,Aladdin (Original Motion Picture Soundtrack),Naomi Scott,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",해외종합,"228,817",#인기순위 #일간순위 #해외종합
0,20210706,31382559,10216299,MINT,Abir,Tango,해외종합,"95,658",#인기순위 #일간순위 #해외종합
0,20210706,31535725,10239123,Cuz I Love You (Deluxe),Lizzo,Juice,해외종합,"69,709",#인기순위 #일간순위 #해외종합
0,20210706,8037846,2336926,Nine Track Mind (Deluxe Edition),Charlie Puth,We Don't Talk Anymore (Feat. Selena Gomez),해외종합,"187,251",#인기순위 #일간순위 #해외종합
0,20210706,32489498,10408680,CALM,5 Seconds of Summer,High,해외종합,"71,469",#인기순위 #일간순위 #해외종합
0,20210706,33189165,10544487,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,해외종합,"13,216",#인기순위 #일간순위 #해외종합
0,20210706,8124376,2672052,Lukas Graham,Lukas Graham,7 Years,해외종합,"128,676",#인기순위 #일간순위 #해외종합
0,20210706,8016327,2662086,Faded,Alan Walker,Faded,해외종합,"161,103",#인기순위 #일간순위 #해외종합
0,20210706,31680819,10263661,On My Way,"Alan Walker , Farruko , Sabrina Carpenter",On My Way (배틀그라운드 모바일 배경음악),해외종합,"103,845",#인기순위 #일간순위 #해외종합
0,20210706,33507091,10612469,Our Song,"Niall Horan , Anne-Marie",Our Song,해외종합,"7,349",#인기순위 #일간순위 #해외종합
0,20210706,31402611,10219179,"thank u, next",Ariana Grande,"thank u, next",해외종합,"158,550",#인기순위 #일간순위 #해외종합
0,20210706,30271730,10031250,Memories...Do Not Open,"The Chainsmokers , Coldplay",Something Just Like This,해외종합,"167,358",#인기순위 #일간순위 #해외종합
0,20210706,30208025,10028835,÷ (Deluxe),Ed Sheeran,Perfect,해외종합,"91,415",#인기순위 #일간순위 #해외종합
0,20210706,33570846,10625621,…WHAT WOULD YOU DO?,HONNE,WHAT WOULD YOU DO? (feat. Pink Sweat$),해외종합,"8,269",#인기순위 #일간순위 #해외종합
0,20210706,33341761,10575892,carpool,Zachary Knowles,carpool,해외종합,"16,578",#인기순위 #일간순위 #해외종합
0,20210706,33570931,10330593,JORDI (Deluxe),Maroon 5,Lost,해외종합,"4,194",#인기순위 #일간순위 #해외종합
0,20210706,33366440,10581682,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),해외종합,"12,970",#인기순위 #일간순위 #해외종합
0,20210706,32077713,10335111,"10,000 Hours","Dan + Shay , Justin Bieber","10,000 Hours",해외종합,"77,292",#인기순위 #일간순위 #해외종합
0,20210706,4743560,2266865,Begin Again - Music From And Inspired By The Original Motion Picture,Adam Levine,Lost Stars,해외종합,"268,490",#인기순위 #일간순위 #해외종합
0,20210706,32812198,10466623,Mad at Disney,salem ilese,Mad at Disney,해외종합,"75,221",#인기순위 #일간순위 #해외종합
0,20210706,30982787,10152583,Love Me / Love Me Not,HONNE,Day 1 ◑,해외종합,"117,749",#인기순위 #일간순위 #해외종합
0,20210706,32047061,10329043,Stack It Up,Liam Payne,Stack It Up (Feat. A Boogie wit da Hoodie),해외종합,"73,464",#인기순위 #일간순위 #해외종합
0,20210706,32077651,10335107,Know Me Too Well,"New Hope Club , Danna Paola",Know Me Too Well,해외종합,"70,947",#인기순위 #일간순위 #해외종합
0,20210706,30393293,10035055,Evolve,Imagine Dragons,Thunder,해외종합,"148,973",#인기순위 #일간순위 #해외종합
0,20210706,8111603,2675179,Fitz and The Tantrums (Deluxe Edition),Fitz & The Tantrums,HandClap,해외종합,"187,899",#인기순위 #일간순위 #해외종합
0,20210706,4534974,2243842,Chandelier (Single),Sia,Chandelier,해외종합,"165,240",#인기순위 #일간순위 #해외종합
0,20210706,31567235,10243766,7 rings,Ariana Grande,7 rings,해외종합,"121,441",#인기순위 #일간순위 #해외종합
